Doc Martens 1460 W,90,4.3,https://www.drmartens.com,,,,,,,
Dr. Martens Men's 1460,74.99,4.3,https://www.journeys.com,,,,,,,
Dr. Martens Work 1460,65,4.3,https://www.drmartens.com/,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
